amazon_ed_playlist_count,amazon_playlist_count,anghami_followers,anghami_plays,band,boomplay_comments,boomplay_favorites,boomplay_plays,boomplay_ranking_current,boomplay_shares,bs_followers,career_status,cm_artist,cm_artist_rank,cm_tag,code2,current_city,de_editorial_playlist_total_reach,de_playlist_total_reach,deezer_ed_playlist_count,deezer_ed_playlist_total_reach,deezer_fans,deezer_playlist_count,deezer_playlist_total_reach,facebook_followers,facebook_likes,facebook_talks,fs_likes,fs_talks,genius_pageviews,genre_smart_ordered,genres,hometown_city,image_url,ins_engagement_rate,ins_followers,itunes_ed_playlist_count,itunes_playlist_count,line_music_artist_likes,line_music_likes,line_music_mv_plays,line_music_plays,melon_artist_fans,melon_likes,melon_video_likes,melon_video_views,name,num_am_editorial_playlists,num_am_playlists,num_az_editorial_playlists,num_az_playlists,num_de_editorial_playlists,num_de_playlists,num_sp_editorial_playlists,num_sp_playlists,num_yt_editorial_playlists,num_yt_playlists,pandora_lifetime_stations_added,pandora_lifetime_streams,pandora_listeners_28_day,pronoun,rank_eg,rank_fb,shazam_count,snap_subscribers,songkick_fans,soundcloud_followers,soundcloud_plays,sp_editorial_playlist_total_reach,sp_followers,sp_followers_to_listeners_ratio,sp_listeners_to_followers_ratio,sp_monthly_listeners,sp_playlist_total_reach,sp_popularity,spotify_ed_playlist_count,spotify_ed_playlist_total_reach,spotify_playlist_count,spotify_playlist_total_reach,tiktok_followers,tiktok_likes,tiktok_top_video_views,tiktok_track_posts,ts_followers,ts_likes,ts_tweet_count,twitch_followers,twitch_monthly_viewer_hours,twitch_views,twitch_weekly_viewer_hours,ws_views,ycs_subscribers,ycs_views,youtube_daily_video_views,youtube_ed_playlist_count,youtube_ed_playlist_total_reach,youtube_monthly_video_views,youtube_playlist_count,youtube_playlist_total_reach,yt_editorial_playlist_total_reach,yt_playlist_total_reach
,,380,59508,False,0,0,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 13, ""trend"": ""steady"", ""trend_score"": 13}",71196,256791,"[501120, 501132, 501541, 507850, 503523, 503537, 503515, 503511, 503513, 9927]",US,Los Angeles,0,882,0,0,408,1,882,,,,,,5387,"[{""1"": 501120}, {""2"": 501132}, {""3"": 501541}, {""4"": 507850}, {""5"": 503523}, {""6"": 503537}, {""7"": 503515}, {""8"": 503511}, {""9"": 503513}, {""10"": 9927}]","pop, alternative, indie, tribal house, us alternative, us dance, us electronic, us pop, us rock",Los Angeles,https://i.scdn.co/image/ab6761610000e5eb5207bf43ea9109f0c7288d12,,,1,4,,,,,,,,,Dylan Gardner,1,4,,,0,1,6,5267,,,3884,280197,25,he/him,384368,144679,61862,,10927,1717,,6586,19460,1.190068,0.840288,16352,436215,18,6,6586,5267,436215,,,268366,153,,,,,,,,6,47300,811495,,,,,,,,
11,11,128,8327,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 80, ""trend"": ""steady"", ""trend_score"": 97}",251256,99189,"[501127, 501120, 501196, 501199, 505378, 501128, 501256, 507777, 503519, 503537, 503520, 503515, 503524, 503518, 503511, 506917]",US,,8953,9096,1,8953,1023,3,9096,,,,,,13193,"[{""1"": 501127}, {""2"": 501120}, {""3"": 501196}, {""4"": 501199}, {""5"": 505378}, {""6"": 501128}, {""7"": 501256}, {""8"": 507777}, {""9"": 503519}, {""10"": 503537}, {""11"": 503520}, {""12"": 503515}, {""13"": 503524}, {""14"": 503518}, {""15"": 503511}, {""16"": 506917}]","jazz, pop, gospel, oldies, electroswing, blues, 40s, powerpop, us blues, us dance, us devotional & spiritual, us electronic, us eras, us jazz, us pop",,https://i.scdn.co/image/ab67616d0000b2736386bb76a4c3e70b3bf69d83,,,16,27,,,,,,,,,Ethel Waters,16,27,11,11,1,3,11,6491,1,1,19157,15292092,2749,she/her,167240,40645,61047,,,,,22836,19458,0.515977,1.938072,37711,1538900,26,11,22836,6491,1538900,,,111233,95,,,,,,,,288,1740,654793,,1,,,1,,,
,,7,885,False,,,,,,,"{""stage"": ""mid-level"", ""stage_score"": 28, ""trend"": ""steady"", ""trend_score"": 79}",173185,57081,"[501175, 501124, 501146, 501140, 501446, 501368, 505598, 503515, 501236, 503326, 503309, 503324, 501233, 501235, 13687, 463193, 484975]",IT,Florence,23375,27747,1,23375,1738,8,27747,,,,,,,"[{""1"": 501175}, {""2"": 501124}, {""3"": 501146}, {""4"": 501140}, {""5"": 501446}, {""6"": 501368}, {""7"": 505598}, {""8"": 503515}, {""9"": 501236}, {""10"": 503326}, {""11"": 503309}, {""12"": 503324}, {""13"": 501233}, {""14"": 501235}, {""15"": 13687}, {""16"": 463193}, {""17"": 484975}]","house, electronic, dance, instrumental, dub techno, chill house, latin indie, us electronic, european dance, european easy listening, european electronic, european instrumental, european pop, european rock",,https://i.scdn.co/image/ab6761610000e5ebe3bc181a18153319b5adf62b,,7450,11,34,,,,,,,,,Alexander Robotnick,11,34,,,1,8,4,16402,0,2,1722,287139,91,he/him,54362,74802,134662,,10180,,,381905,19457,0.690822,1.447551,28165,1752532,24,4,381905,16402,1752532,,,75480,76,,,,,,,,17,28700,5214081,,0,0,,2,199026,0,199026
,,11,124,False,0,0,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 43, ""trend"": ""growth"", ""trend_score"": 85}",341405,126392,"[501124, 501146, 501177, 501303, 501367, 501178, 501179, 501122, 501841, 503590, 503586, 503568, 503565, 503579, 503566, 13326, 507082]",GB,,0,9,0,0,2937,1,9,0,0,1,0,1,,"[{""1"": 501124}, {""2"": 501146}, {""3"": 501177}, {""4"": 501303}, {""5"": 501367}, {""6"": 501178}, {""7"": 501179}, {""8"": 501122}, {""9"": 501841}, {""10"": 503590}, {""11"": 503586}, {""12"": 503568}, {""13"": 503565}, {""14"": 503579}, {""15"": 503566}, {""16"": 13326}, {""17"": 507082}]","electronic, dance, trance, bass, chill, dubstep, drum & bass, rock, uk garage, uk dance, uk easy listening, uk electronic, uk hip-hop/rap, uk psychedelic, uk rock",London,https://i.scdn.co/image/ab6761610000e5eb8776fce16bbb3ab59d41c10c,,,0,3,,,,,,,,,Reso,0,3,,,0,1,2,7580,,,28308,1763625,60,he/him,241151,52399,19895,,15319,77636,1388276,1017,19454,0.764942,1.307289,25432,993653,24,2,1017,7580,993653,,,142690,173036,,,,,,,,11,,,,,,,,,,
0,1,924,168675,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 77, ""trend"": ""steady"", ""trend_score"": 22}",505855,104253,"[501175, 501815, 501146, 501124, 501633, 507725, 503615, 503594, 506752]",DE,Leipzig,0,21202,0,0,3523,8,21202,48236,48236,35,48236,35,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 501146}, {""4"": 501124}, {""5"": 501633}, {""6"": 507725}, {""7"": 503615}, {""8"": 503594}, {""9"": 506752}]","house, tech house, dance, electronic, melodic techno, melodic house, german dance, german electronic",Leipzig,https://i.scdn.co/image/ab6761610000e5ebe812d6dda1dc38d5af8790f9,,,0,4,,,,,,,,,Marc DePulse,0,4,0,1,0,8,1,29486,,,318,281967,400,he/him,127293,59209,529607,,5345,58984,11476089,33411,19453,0.160806,6.218681,120972,2437744,35,1,33411,29486,2437744,,,1107065,247,,,,,,,,,4220,1889679,,,,,,,,
,,35,546,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 10, ""trend"": ""decline"", ""trend_score"": 100}",380308,320472,"[501124, 501146, 501177, 501534, 501872, 501120, 507666, 501336, 503537, 503515, 503521, 503512, 503511, 503526, 503513, 503534, 746]",US,,0,1005,0,0,2291,6,1005,36313,36313,36,36313,36,,"[{""1"": 501124}, {""2"": 501146}, {""3"": 501177}, {""4"": 501534}, {""5"": 501872}, {""6"": 501120}, {""7"": 507666}, {""8"": 501336}, {""9"": 503537}, {""10"": 503515}, {""11"": 503521}, {""12"": 503512}, {""13"": 503511}, {""14"": 503526}, {""15"": 503513}, {""16"": 503534}, {""17"": 746}]","electronic, dance, trance, hyperpop, electropop, pop, glitch, breakcore, us dance, us electronic, us folk, us hip-hop/rap, us pop, us psychedelic, us rock, us worldbeat",,https://i.scdn.co/image/ab6761610000e5eb43efd6cbc99f96340cb0d97b,,35417,2,6,,,,,,,,,Otto Von Schirach,2,6,,,0,6,1,5505,,,4902,297877,165,he/him,447814,194774,51410,,7892,,,1,19448,1.927071,0.518922,10092,345253,23,1,1,5505,345253,,,751263,614,,,,,,,,20,11000,1966975,,,,,,,,
1,1,1797,96162,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 80, ""trend"": ""growth"", ""trend_score"": 18}",1346468,98410,"[501146, 501124, 501456, 507852, 503537, 503515]",US,Montréal,0,191316,0,0,333,5,191316,,,,,,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501456}, {""4"": 507852}, {""5"": 503537}, {""6"": 503515}]","dance, electronic, edm, tropical house, us dance, us electronic",,https://i.scdn.co/image/ab6761610000e5eb1515514299fbf2b4fce26415,0.1218,27085,1,10,,,,,21,168,,,Prince Paris,1,10,1,1,0,5,7,7226,1,3,,70775,4,he/him,105821,68385,97502,,,40430,902063,214,19446,0.702047,1.424406,27699,999398,22,7,214,7226,999398,,,1123612,369,,,,,,,,1210,12800,1103252,,1,0,,3,249455,0,249455
,,183,249888,False,,,,,,,"{""stage"": ""mid-level"", ""stage_score"": 32, ""trend"": ""gradual decline"", ""trend_score"": 84}",1023513,88413,"[501267, 501175, 507850, 501272, 509588, 509584, 509566, 509582, 509569]",ZA,Durban,638,11068,1,638,913,3,11068,94864,94864,724,94864,724,,"[{""1"": 501267}, {""2"": 501175}, {""3"": 507850}, {""4"": 501272}, {""5"": 509588}, {""6"": 509584}, {""7"": 509566}, {""8"": 509582}, {""9"": 509569}]","afro house, house, tribal house, amapiano, south african dance, south african easy listening, south african electronic, south african instrumental, south african jazz",,https://i.scdn.co/image/ab6761610000e5eb7e2c296cb6526429ac67923f,1.3,55390,23,41,,,,,,,,,Argento Dust,23,41,,,1,3,11,15632,1,2,7,43109,1,he/him,98785,54934,1475383,,1677,,,389426,19434,0.080712,12.389729,240782,3988211,39,11,389426,15632,3988211,5548,41400,13015345,17283,15928,7271,2503,,,,,,3590,579506,,1,0,,2,74829,0,74829
,,32,6778,False,0,0,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 60, ""trend"": ""steady"", ""trend_score"": 67}",286248,129316,"[501175, 501815, 507733, 503318, 501236, 503326, 503309, 501234]",IT,,19970,19970,1,19970,782,1,19970,19924,19924,30,19924,30,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 507733}, {""4"": 503318}, {""5"": 501236}, {""6"": 503326}, {""7"": 503309}, {""8"": 501234}]","house, tech house, minimal techno, european ambient, european dance, european easy listening, european electronic, european hip-hop/rap",,https://i.scdn.co/image/ab6761610000e5eb6d3f01fe93f15af28eb93595,7.1249,63194,1,7,,,,,,,,,Dimmish,1,7,,,1,1,1,30616,,,73,28391,4,he/him,153231,80655,173775,,2987,28846,386933,73328,19432,0.313137,3.193495,62056,2376479,30,1,73328,30616,2376479,,,305012,243,,,,,,,,,59,19016,,,,,,,,
,,916,34133,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 34, ""trend"": ""growth"", ""trend_score"": 20}",447783,150372,"[501146, 501124, 501175, 501815, 501633, 501168, 503458, 501431, 501476, 507725, 507781, 501215, 503263, 501213, 501212, 501214, 24294]",AR,,0,510,0,0,1406,1,510,0,0,606,0,606,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 501815}, {""5"": 501633}, {""6"": 501168}, {""7"": 503458}, {""8"": 501431}, {""9"": 501476}, {""10"": 507725}, {""11"": 507781}, {""12"": 501215}, {""13"": 503263}, {""14"": 501213}, {""15"": 501212}, {""16"": 501214}, {""17"": 24294}]","dance, electronic, house, tech house, melodic techno, punk, southeast asian hip-hop/rap, deep house, finnish pop, melodic house, progressive house, latin dance, latin electronic, latin hip-hop/rap, latin pop, latin rock",,https://i.scdn.co/image/ab6761610000e5eb37ce0665dddcd47cb6f005bb,,18901,0,3,,,,,,,,,Cid Inc.,0,3,,,0,1,0,12459,,,8,83589,9,he/him,190702,88324,377887,,,55504,1967382,0,19417,0.514576,1.943349,37734,1150239,26,0,0,12459,1150239,,,64285,67,,,,,,,,,796,528568,,,,,,,,
4,4,8,9645,False,,,,,,,"{""stage"": ""mainstream"", ""stage_score"": 21, ""trend"": ""steady"", ""trend_score"": 74}",6565355,17392,"[501175, 507655, 501535, 507730, 501815, 507864, 501360, 503578, 503590, 503586, 503568, 503565, 503569, 503566]",GB,Glasgow,18342,61010,1,18342,267,7,61010,,,,,,5006,"[{""1"": 501175}, {""2"": 507655}, {""3"": 501535}, {""4"": 507730}, {""5"": 501815}, {""6"": 507864}, {""7"": 501360}, {""8"": 503578}, {""9"": 503590}, {""10"": 503586}, {""11"": 503568}, {""12"": 503565}, {""13"": 503569}, {""14"": 503566}]","house, funky house, hypertechno, minimal, tech house, vocal house, charva, uk ambient, uk dance, uk easy listening, uk electronic, uk hip-hop/rap, uk r&b/soul, uk rock",,https://i.scdn.co/image/ab6761610000e5eb148105301b67df8139221ec0,,,15,22,,,,,,,,,Blair Muir,15,22,4,4,1,7,10,56150,0,1,5,14783,2416,he/him,14465,42113,250076,,,8937,15098150,12438743,19406,0.008345,119.828146,2325385,23226861,58,10,12438743,56150,23226861,13800,412500,242968354,91237,,,,,,,,,,,,0,0,,1,26894284,0,26894284
7,7,10,7848,False,,,,,,,"{""stage"": ""mainstream"", ""stage_score"": 2, ""trend"": ""steady"", ""trend_score"": 73}",7908460,43837,"[501175, 501177, 501146, 501124, 507675, 507636, 507624, 507676, 507742, 501438, 501904, 501206, 501460, 404939, 491605]",,Galway,18861,19123,1,18861,439,2,19123,,,,,,,"[{""1"": 501175}, {""2"": 501177}, {""3"": 501146}, {""4"": 501124}, {""5"": 507675}, {""6"": 507636}, {""7"": 507624}, {""8"": 507676}, {""9"": 507742}, {""10"": 501438}, {""11"": 501904}, {""12"": 501206}, {""13"": 501460}, {""14"": 404939}, {""15"": 491605}]","house, trance, dance, electronic, hard house, eurotrance, dtm, hard trance, neotrance, disco house, psychedelic rock, salsa, emo",,https://i.scdn.co/image/ab6761610000e5ebe8269e6bcff626dcf0c6bdbe,6.49,22758,1,3,,,,,,,,,DATSKO,1,3,7,7,1,2,1,39218,,,,,,he/him,40978,55657,87423,,,38920,15375852,131,19403,0.034618,28.886409,560483,3568900,47,1,131,39218,3568900,,,497646,307,,,,,,,,,0,0,,,,,,,,
,,628,135850,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 47, ""trend"": ""steady"", ""trend_score"": 10}",33460,122992,"[501120, 501124, 501146, 501543, 501175, 503537, 503515, 503521, 503511, 503513, 25588]",US,,0,29206,0,0,2891,10,29206,35241,35241,1,35241,1,29944,"[{""1"": 501120}, {""2"": 501124}, {""3"": 501146}, {""4"": 501543}, {""5"": 501175}, {""6"": 503537}, {""7"": 503515}, {""8"": 503521}, {""9"": 503511}, {""10"": 503513}, {""11"": 25588}]","pop, electronic, dance, indie folk, house, us dance, us electronic, us folk, us pop, us rock",,https://i.scdn.co/image/ab6761610000e5eb545271361210f8ed5f573b6f,,587,4,39,,,,,,,,,Shannon Saunders,4,39,,,0,10,15,33555,,,8169,2287334,24,she/her,183732,59043,500164,,22881,7309,1342774,6321,19395,0.38783,2.578448,50009,4281258,39,15,6321,33555,4281258,,,39650479,12898,10691,5903,17799,,,,,23,56800,2073145,600,,,18428,,,,
,,60,21170,False,0,0,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 61, ""trend"": ""steady"", ""trend_score"": 32}",282133,109694,"[501175, 501438, 501431, 503667, 503645, 503646, 55680, 21337, 419405]",FR,,57251,61644,1,57251,972,6,61644,,,,,,,"[{""1"": 501175}, {""2"": 501438}, {""3"": 501431}, {""4"": 503667}, {""5"": 503645}, {""6"": 503646}, {""7"": 55680}, {""8"": 21337}, {""9"": 419405}]","house, disco house, deep house, french dance, french electronic, french r&b/soul",,https://i.scdn.co/image/ab6761610000e5eb1f22af9fa9a5ac7d7b091b95,,4426,3,13,,,,,,,,,Jesse Bru,3,13,,,1,6,1,31625,1,2,79,430,,he/him,123091,72101,57684,,10715,10551,,34,19393,0.147622,6.774042,131369,2945292,36,1,34,31625,2945292,,,48514,63,,,,,,,,,,,,1,0,,2,89165,0,89165
,,263,28631,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 20, ""trend"": ""steady"", ""trend_score"": 83}",6778523,206948,"[501121, 501146, 501124, 501166, 501267, 503523, 503537, 503515, 503512, 419158]",US,Tampa,,,,,319,,,,,,,,,"[{""1"": 501121}, {""2"": 501146}, {""3"": 501124}, {""4"": 501166}, {""5"": 501267}, {""6"": 503523}, {""7"": 503537}, {""8"": 503515}, {""9"": 503512}, {""10"": 419158}]","hip-hop/rap, dance, electronic, alternative rap, afro house, us alternative, us dance, us electronic, us hip-hop/rap",,https://i.scdn.co/image/ab6761610000e5eb0601ca8c43803439e991287a,,21125,,,,,,,,,,,2gaudy,,,,,,,0,4093,,,,,,he/him,236720,143994,3567,,,31029,14405440,0,19386,0.432965,2.309656,44775,721464,33,0,0,4093,721464,3129,23700,59051,77,329,9,6,,,,,,22800,2540088,,,,,,,,
,,3228,330626,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 41, ""trend"": ""steady"", ""trend_score"": 15}",463025,137622,"[501175, 501633, 507781, 507733, 503525, 503537, 503533, 503515, 503512, 102027]",US,Berlin,0,721,0,0,2373,5,721,29392,29392,17,29392,17,,"[{""1"": 501175}, {""2"": 501633}, {""3"": 507781}, {""4"": 507733}, {""5"": 503525}, {""6"": 503537}, {""7"": 503533}, {""8"": 503515}, {""9"": 503512}, {""10"": 102027}]","house, melodic techno, progressive house, minimal techno, us ambient, us dance, us easy listening, us electronic, us hip-hop/rap",Berlin,https://i.scdn.co/image/ab6761610000e5eb2ead5db3fd28c3817a49f788,,14441,1,6,,,,,,,,,Soul Button,1,6,,,0,5,0,16111,1,5,267,24976,14,he/him,227204,63003,418746,,4788,55648,9488665,0,19373,0.445705,2.243638,43466,1592483,27,0,0,16111,1592483,,,533903,149,,,,,,,,,,,,1,0,,5,7745474,0,7745474
,,661,215233,False,,,,,,,"{""stage"": ""mid-level"", ""stage_score"": 6, ""trend"": ""steady"", ""trend_score"": 99}",1346472,79160,"[501815, 501146, 501124, 501633, 503375, 503353]",IL,,,,,,767,,,,,,,,,"[{""1"": 501815}, {""2"": 501146}, {""3"": 501124}, {""4"": 501633}, {""5"": 503375}, {""6"": 503353}]","tech house, dance, electronic, melodic techno, mena dance, mena electronic",,https://i.scdn.co/image/ab6761610000e5ebe153abd326b981249ed0af4c,,,,,,,,,,,,,Steve Levi,,,,,,,0,10897,0,2,337,8300,115,he/him,71867,99615,582242,,,7231,311075,0,19371,0.077421,12.916421,250204,539732,42,0,0,10897,539732,,,475048319,795286,,,,,,,,,123000,146551975,,0,0,,2,68625,0,68625
,,17,1887,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 34, ""trend"": ""growth"", ""trend_score"": 16}",74107,62826,"[501146, 501437, 507768, 507705, 501609, 507781, 503525, 503537, 503533, 503515, 503512, 503518, 503511, 503516, 503513, 81476, 148306]",US,,0,6964,0,0,1135,6,6964,,,,,,,"[{""1"": 501146}, {""2"": 501437}, {""3"": 507768}, {""4"": 507705}, {""5"": 501609}, {""6"": 507781}, {""7"": 503525}, {""8"": 503537}, {""9"": 503533}, {""10"": 503515}, {""11"": 503512}, {""12"": 503518}, {""13"": 503511}, {""14"": 503516}, {""15"": 503513}, {""16"": 81476}, {""17"": 148306}]","dance, disco, post-disco, jazz-funk, lofi, progressive house, us ambient, us dance, us easy listening, us electronic, us hip-hop/rap, us jazz, us pop, us r&b/soul, us rock",,https://i.scdn.co/image/ab67616d0000b2730a562f1f150471df35cd7ed2,,,2,16,,,,,,,,,Gayle Adams,2,16,,,0,6,2,9594,0,5,1019,101550,274,she/her,54381,129792,184413,,,,,348241,19368,0.256082,3.904998,75632,1654222,31,2,348241,9594,1654222,,,138583,706,,,,,,,,19,835,449624,,0,0,,5,107709,0,107709
,,641,18733,False,,,,,,,"{""stage"": ""mid-level"", ""stage_score"": 1, ""trend"": ""steady"", ""trend_score"": 83}",312847,127457,"[501177, 501146, 501124, 501175, 501716, 507852, 503615, 503594, 503591, 503605, 506066]",DE,London,0,45091,0,0,1481,4,45091,,,,,,,"[{""1"": 501177}, {""2"": 501146}, {""3"": 501124}, {""4"": 501175}, {""5"": 501716}, {""6"": 507852}, {""7"": 503615}, {""8"": 503594}, {""9"": 503591}, {""10"": 503605}, {""11"": 506066}]","trance, dance, electronic, house, psytrance, tropical house, german dance, german electronic, german hip-hop/rap, german psychedelic",London,https://i.scdn.co/image/dce83b4ba446fddffb94b61ee7559a8fcc1cb102,,,1,10,,,,,,,,,Art Of Trance,1,10,,,0,4,2,10113,0,7,37381,2720675,282,he/him,120363,132056,155894,,18290,237,,609943,19348,0.216748,4.613655,89265,3665742,31,2,609943,10113,3665742,,,1881335,987,,,,,,,,24,,,,0,0,,7,22575720,0,22575720
,,17,1824,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 48, ""trend"": ""steady"", ""trend_score"": 9}",446374,126205,"[501146, 501124, 501175, 501122, 507647, 501446, 503590, 503568, 503565, 503566, 712, 12008]",GB,,202,2946,1,202,2417,9,2946,32910,32910,0,32910,0,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 501122}, {""5"": 507647}, {""6"": 501446}, {""7"": 503590}, {""8"": 503568}, {""9"": 503565}, {""10"": 503566}, {""11"": 712}, {""12"": 12008}]","dance, electronic, house, rock, footwork, dub techno, uk dance, uk electronic, uk hip-hop/rap, uk rock",Bristol,https://i.scdn.co/image/ab6761610000e5ebe212287389221a156d5e0d15,,17903,8,19,,,,,,,,,Addison Groove,8,19,,,1,9,7,15008,1,2,2378,53268,12,he/him,260807,50450,108193,,11408,41613,672486,273379,19295,0.855958,1.168282,22542,1581977,23,7,273379,15008,1581977,,,410028,38,,,,6275,,,,,,,,1,0,,2,19345,0,19345
,,1304,149325,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 36, ""trend"": ""steady"", ""trend_score"": 4}",1459427,142435,"[501146, 501124, 501175, 501456, 503375, 503353, 484114]",IL,Tel Aviv-Yafo,0,5298,0,0,1517,4,5298,344187,344187,1168,344187,1168,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 501456}, {""5"": 503375}, {""6"": 503353}, {""7"": 484114}]","dance, electronic, house, edm, mena dance, mena electronic",,https://i.scdn.co/image/ab6761610000e5eb7374689eeb6bee731f29c243,,112355,0,1,,,,,,,,,Yarden Saxophone,0,1,,,0,4,0,7274,0,1,,,,she/her,131005,160666,61182,,,2948,41034,0,19286,0.162341,6.159857,118799,1042222,35,0,0,7274,1042222,,,628762,521,,,,,,,,,101000,31169413,,0,0,,1,3085,0,3085
,,16,1825,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 12, ""trend"": ""gradual decline"", ""trend_score"": 77}",1306367,230756,"[501120, 501631, 501431, 501872, 501324, 31807, 32334]",,Portland,,,,,397,,,0,0,5,0,5,,"[{""1"": 501120}, {""2"": 501631}, {""3"": 501431}, {""4"": 501872}, {""5"": 501324}, {""6"": 31807}, {""7"": 32334}]","pop, meditation, deep house, electropop, brazilian",,https://i.scdn.co/image/ab6761610000e5eb14e4fc21882135ab13d2e7cf,,12054,,,,,,,,,,,Barry Goldstein,,,,,,,0,2393,,,,,,he/him,184292,448694,18292,,,54,,0,19281,0.315709,3.167471,61072,404305,33,0,0,2393,404305,,,146230,64,,,,,,,,4,7360,1278110,,,,,,,,
9,9,662,183707,False,,,,,,,"{""stage"": ""mid-level"", ""stage_score"": 0, ""trend"": ""gradual decline"", ""trend_score"": 96}",556403,74881,"[501146, 501124, 501175, 501178, 501164, 501816, 503537, 503515, 503512, 503513, 10852, 505864]",US,Longmeadow,0,190464,0,0,795,3,190464,0,0,8,0,8,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 501178}, {""5"": 501164}, {""6"": 501816}, {""7"": 503537}, {""8"": 503515}, {""9"": 503512}, {""10"": 503513}, {""11"": 10852}, {""12"": 505864}]","dance, electronic, house, dubstep, trap, bass house, us dance, us electronic, us hip-hop/rap, us rock",Longmeadow,https://i.scdn.co/image/ab6761610000e5eb69c324eb9a53ab79025adaad,,17421,0,12,,,,,,,,,BVRNOUT,0,12,9,9,0,3,64,21766,0,1,256,100976,18,he/him,145346,25061,184273,,3487,76432,25775081,354823,19271,0.166582,6.003062,115685,4560102,33,64,354823,21766,4560102,,,773147,691,,,,,,,,,1960,610217,,0,0,,1,1411431,0,1411431
,,6,1568,False,0,0,,99000,0,4466,"{""stage"": ""developing"", ""stage_score"": 16, ""trend"": ""steady"", ""trend_score"": 42}",182604,237556,"[501271, 501121, 501124, 501140, 501125, 501134, 501126, 505532, 501175, 504406, 503523, 503525, 503517, 503537, 503515, 503512, 503531, 503516, 436789, 419516]",US,Riviera,0,123,0,0,344,3,123,3338,3338,0,3338,0,11427,"[{""1"": 501271}, {""2"": 501121}, {""3"": 501124}, {""4"": 501140}, {""5"": 501125}, {""6"": 501134}, {""7"": 501126}, {""8"": 505532}, {""9"": 501175}, {""10"": 504406}, {""11"": 503523}, {""12"": 503525}, {""13"": 503517}, {""14"": 503537}, {""15"": 503515}, {""16"": 503512}, {""17"": 503531}, {""18"": 503516}, {""19"": 436789}, {""20"": 419516}]","alternative hip-hop, hip-hop/rap, electronic, instrumental, r&b/soul, ambient, classical, experimental hip-hop/rap, house, southern hip-hop, us alternative, us ambient, us classical, us dance, us electronic, us hip-hop/rap, us instrumental, us r&b/soul",Baton Rouge,https://i.scdn.co/image/ab6761610000e5eb7b22afb60a57954c70123191,,4056,2,15,,,,,,,,,VRITRA,2,15,,,0,3,1,10576,,,223,14874,,he/him,261481,174031,130282,,,5762,,0,19254,0.733318,1.363665,26256,1323814,22,1,0,10576,1323814,,,151124,84,,,,,,,,80,1190,106980,,,,,,,,
,,6,351,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 0, ""trend"": ""steady"", ""trend_score"": 88}",6229598,662960,"[501146, 501124, 501175, 501456, 503590, 503568]",GB,,,,,,5,,,,,,,,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 501456}, {""5"": 503590}, {""6"": 503568}]","dance, electronic, house, edm, uk dance, uk electronic",,https://i.scdn.co/image/ab6761610000e5ebbca588b237234518abf47e26,,,,,,,,,,,,,Dr Jaymz,,,,,,,0,403,0,2,22,171,9,he/him,765718,493249,2937,,,,,0,19236,4.608529,0.216989,4174,873107,11,0,0,403,873107,,,118436,15,,,,,,,,,,,,0,0,,2,2815758,0,2815758
4,4,58,13405,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 59, ""trend"": ""gradual decline"", ""trend_score"": 43}",341450,101952,"[501675, 503667, 503645, 22053]",FR,,0,62314,0,0,19969,12,62314,,,,,,,"[{""1"": 501675}, {""2"": 503667}, {""3"": 503645}, {""4"": 22053}]","organic house, french dance, french electronic",Paris,https://i.scdn.co/image/4ad2599699482dd113622f1baee7f0dfab5f3f52,,1010,3,12,,,,,,,,,FM LAETI,3,12,4,4,0,12,1,18761,,,552,40586,19,she/her,98473,96138,325868,,9697,159,,13,19228,0.092556,10.804244,207744,2186133,40,1,13,18761,2186133,,,2862254,3665,,,,,,,,,,,,,,,,,,
