amazon_ed_playlist_count,amazon_playlist_count,anghami_followers,anghami_plays,band,boomplay_comments,boomplay_favorites,boomplay_plays,boomplay_ranking_current,boomplay_shares,bs_followers,career_status,cm_artist,cm_artist_rank,cm_tag,code2,current_city,de_editorial_playlist_total_reach,de_playlist_total_reach,deezer_ed_playlist_count,deezer_ed_playlist_total_reach,deezer_fans,deezer_playlist_count,deezer_playlist_total_reach,facebook_followers,facebook_likes,facebook_talks,fs_likes,fs_talks,genius_pageviews,genre_smart_ordered,genres,hometown_city,image_url,ins_engagement_rate,ins_followers,itunes_ed_playlist_count,itunes_playlist_count,line_music_artist_likes,line_music_likes,line_music_mv_plays,line_music_plays,melon_artist_fans,melon_likes,melon_video_likes,melon_video_views,name,num_am_editorial_playlists,num_am_playlists,num_az_editorial_playlists,num_az_playlists,num_de_editorial_playlists,num_de_playlists,num_sp_editorial_playlists,num_sp_playlists,num_yt_editorial_playlists,num_yt_playlists,pandora_lifetime_stations_added,pandora_lifetime_streams,pandora_listeners_28_day,pronoun,rank_eg,rank_fb,shazam_count,snap_subscribers,songkick_fans,soundcloud_followers,soundcloud_plays,sp_editorial_playlist_total_reach,sp_followers,sp_followers_to_listeners_ratio,sp_listeners_to_followers_ratio,sp_monthly_listeners,sp_playlist_total_reach,sp_popularity,spotify_ed_playlist_count,spotify_ed_playlist_total_reach,spotify_playlist_count,spotify_playlist_total_reach,tiktok_followers,tiktok_likes,tiktok_top_video_views,tiktok_track_posts,ts_followers,ts_likes,ts_tweet_count,twitch_followers,twitch_monthly_viewer_hours,twitch_views,twitch_weekly_viewer_hours,ws_views,ycs_subscribers,ycs_views,youtube_daily_video_views,youtube_ed_playlist_count,youtube_ed_playlist_total_reach,youtube_monthly_video_views,youtube_playlist_count,youtube_playlist_total_reach,yt_editorial_playlist_total_reach,yt_playlist_total_reach
0,1,9,3158,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 22, ""trend"": ""steady"", ""trend_score"": 20}",1612067,219338,"[501175, 501815, 501633, 501236, 503309]",UA,,0,172,0,0,33,1,172,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 501633}, {""4"": 501236}, {""5"": 503309}]","house, tech house, melodic techno, european dance, european electronic",,https://i.scdn.co/image/ab6761610000e5eb18edb0472cf3faa132ed7b59,1.941,73399,1,9,,,,,,,,,ELIF,1,9,0,1,0,1,1,7075,,,,1741,,she/her,276754,136434,70450,,820,24424,705401,189721,10278,0.286168,3.494454,35916,1074752,26,1,189721,7075,1074752,3617,52600,8630,13,55062,41398,33230,,,,,,,,,,,,,,,
2,2,,,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 5, ""trend"": ""gradual decline"", ""trend_score"": 18}",4163850,386716,"[501605, 501468, 503537, 503520, 503515, 488701]",US,,,,,,61,,,,,,,,,"[{""1"": 501605}, {""2"": 501468}, {""3"": 503537}, {""4"": 503520}, {""5"": 503515}, {""6"": 488701}]","latin worship, eurodance, us dance, us devotional & spiritual, us electronic",,https://i.scdn.co/image/ab6761610000e5eb42006d48222b767a22a4347d,,59420,,,,,,,,,,,Brittany Arroyo,,,2,2,,,0,883,,,,,,he/him,393646,316813,1827,,,,,0,10277,0.767112,1.303591,13397,70715,17,0,0,883,70715,,,2266,5,,,,,,,,,2750,93653,,,,,,,,
,,8,221,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 24, ""trend"": ""steady"", ""trend_score"": 25}",64979,189405,"[501146, 501125, 501546, 501120, 501124, 501175, 501547, 501121, 501721, 503254, 503457, 503816, 503795, 503793, 503796, 501548, 464028]",ID,,646,676,1,646,256,2,676,9414,9414,2,9414,2,,"[{""1"": 501146}, {""2"": 501125}, {""3"": 501546}, {""4"": 501120}, {""5"": 501124}, {""6"": 501175}, {""7"": 501547}, {""8"": 501121}, {""9"": 501721}, {""10"": 503254}, {""11"": 503457}, {""12"": 503816}, {""13"": 503795}, {""14"": 503793}, {""15"": 503796}, {""16"": 501548}, {""17"": 464028}]","dance, r&b/soul, indonesian indie, pop, electronic, house, indonesian pop, hip-hop/rap, r&b, southeast asian, southeast asian pop, indonesian dance, indonesian electronic, indonesian hip-hop/rap, indonesian r&b/soul, indonesian rock",Jakarta,https://i.scdn.co/image/ab6761610000e5eb2f756abff8130371e5195380,,270815,6,10,,,,,362,9577,,,Jevin Julian,6,10,,,1,2,6,3181,,,40,6073,69,he/him,286025,99909,44604,,642,7688,,464844,10276,0.304366,3.28552,33762,1031877,24,6,464844,3181,1031877,,,1620406,1123,,,,,,,,,1220,152305,,,,,,,,
,,334,53020,False,,,,,,,"{""stage"": ""mid-level"", ""stage_score"": 16, ""trend"": ""steady"", ""trend_score"": 89}",166406,68005,"[501146, 501124, 501175, 503772, 503751, 483817]",AU,Sydney,445985,453765,1,445985,393,6,453765,10218,10218,2,10218,2,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 503772}, {""5"": 503751}, {""6"": 483817}]","dance, electronic, house, australian dance, australian electronic",,https://i.scdn.co/image/ab6761610000e5eb51b8e6354fddd93833b89d2b,1.7574,7454,8,28,,,,,,,,,POOLCLVB,8,28,,,1,6,18,11338,,,3657,4235086,9841,he/him,65200,68488,232372,,7457,10442,1383334,603896,10275,0.221721,4.51017,46342,1857379,27,18,603896,11338,1857379,26279,1500000,1436707,521,721,1611,824,,,,,,446,157686,,,,,,,,
6,6,47,3296,False,0,27,44300,45500,3,,"{""stage"": ""mid-level"", ""stage_score"": 68, ""trend"": ""steady"", ""trend_score"": 24}",313259,44747,"[501175, 501124, 501146, 501815, 501633, 507715, 507725, 503923, 501604, 503655, 503667, 503663, 503645, 503642, 503641, 503643, 506752]",FR,,390743,608873,2,390743,595,20,608873,52804,52804,6,52804,6,,"[{""1"": 501175}, {""2"": 501124}, {""3"": 501146}, {""4"": 501815}, {""5"": 501633}, {""6"": 507715}, {""7"": 507725}, {""8"": 503923}, {""9"": 501604}, {""10"": 503655}, {""11"": 503667}, {""12"": 503663}, {""13"": 503645}, {""14"": 503642}, {""15"": 503641}, {""16"": 503643}, {""17"": 506752}]","house, electronic, dance, tech house, melodic techno, lo-fi, melodic house, mexican hip-hop/rap, mexican indie, french ambient, french dance, french easy listening, french electronic, french hip-hop/rap, french pop, french rock",,https://i.scdn.co/image/ab6761610000e5eb43be2d8bb028d6f6a4273cab,,12025,4,13,,,,,,,,,Kiko,4,13,6,6,2,20,5,21076,1,3,7403,443791,125,he/him,41790,57551,311226,,,7788,199104,923414,10267,0.029731,33.635337,345334,9779991,42,5,923414,21076,9779991,,,914784822,112172,,,,,,,,53,1670,255801,251538,1,0,7740911,3,39631570,0,39631570
,,30,2337,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 7, ""trend"": ""gradual decline"", ""trend_score"": 64}",738312,296931,"[505498, 501132, 501460, 501769, 501121, 501122, 501125, 501609, 501675, 503523, 503525, 503537, 503533, 503515, 503512, 503516, 503513]",US,Reading,,,,,96,,,,,,,,,"[{""1"": 505498}, {""2"": 501132}, {""3"": 501460}, {""4"": 501769}, {""5"": 501121}, {""6"": 501122}, {""7"": 501125}, {""8"": 501609}, {""9"": 501675}, {""10"": 503523}, {""11"": 503525}, {""12"": 503537}, {""13"": 503533}, {""14"": 503515}, {""15"": 503512}, {""16"": 503516}, {""17"": 503513}]","emo rap, alternative, emo, skramz, hip-hop/rap, rock, r&b/soul, lofi, organic house, us alternative, us ambient, us dance, us easy listening, us electronic, us hip-hop/rap, us r&b/soul, us rock",Reading,https://i.scdn.co/image/ab6761610000e5eb08b8c029bc12ae5813a20898,,19010,4,5,,,,,,,,,Fantasy Camp,4,5,,,,,0,6572,,,157,105020,13,he/him,345891,205158,2690,,2629,8857,1278947,0,10266,0.822333,1.216053,12484,952678,22,0,0,6572,952678,1131,18500,101639,206,,,,,,,,18,2090,264080,,,,,,,,
23,23,29,9138,False,0,0,,59200,0,,"{""stage"": ""developing"", ""stage_score"": 51, ""trend"": ""growth"", ""trend_score"": 34}",75525,129891,"[501175, 501438, 507546, 501815, 503590, 503568, 503579, 503569, 21337, 25045]",GB,,0,3301,0,0,422,2,3301,6182,6182,0,6182,0,,"[{""1"": 501175}, {""2"": 501438}, {""3"": 507546}, {""4"": 501815}, {""5"": 503590}, {""6"": 503568}, {""7"": 503579}, {""8"": 503569}, {""9"": 21337}, {""10"": 25045}]","house, disco house, acid house, tech house, uk dance, uk electronic, uk psychedelic, uk r&b/soul",,https://i.scdn.co/image/ab6761610000e5eb108bce8f3e5e533bc6094505,,17805,3,16,,,,,,,,,Big Miz,3,16,23,23,0,2,3,15549,1,1,24,527,2,he/him,248992,54021,132460,,3513,9728,192361,40615,10261,0.440689,2.269175,23284,2613085,21,3,40615,15549,2613085,,,8009,14,,,,,,,,,551,150809,,1,,,1,,,
,,12,11,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 24, ""trend"": ""steady"", ""trend_score"": 94}",1410384,1148096,"[501534, 501125, 501164, 501872, 501336, 507554, 501233, 507666, 507725, 501124, 503523, 503537, 503515, 503521, 503512, 503514, 503511, 503526, 503516, 503513, 503534, 13686, 419263]",US,,,,,,307,,,,,,,,,"[{""1"": 501534}, {""2"": 501125}, {""3"": 501164}, {""4"": 501872}, {""5"": 501336}, {""6"": 507554}, {""7"": 501233}, {""8"": 507666}, {""9"": 507725}, {""10"": 501124}, {""11"": 503523}, {""12"": 503537}, {""13"": 503515}, {""14"": 503521}, {""15"": 503512}, {""16"": 503514}, {""17"": 503511}, {""18"": 503526}, {""19"": 503516}, {""20"": 503513}, {""21"": 503534}, {""22"": 13686}, {""23"": 419263}]","hyperpop, r&b/soul, trap, electropop, breakcore, alternative metal, european pop, glitch, melodic house, electronic, us alternative, us dance, us electronic, us folk, us hip-hop/rap, us metal, us pop, us psychedelic, us r&b/soul, us rock, us worldbeat",,https://i.scdn.co/image/ab6761610000e5eba6aee46fab5b85e10429500b,,8998,,,,,,,,,,,Noah Wolf,,,,,,,0,55,,,,,,he/him,,,2251,,,,,0,10254,129.797468,0.007704,79,96284,0,0,0,55,96284,,,,,,,,,,,,,1230,68651,,,,,,,,
,,161,63934,False,,,,,,,"{""stage"": ""mid-level"", ""stage_score"": 8, ""trend"": ""growth"", ""trend_score"": 38}",468835,52334,"[501120, 501124, 501146, 507546, 507733, 503525, 503537, 503533, 503515, 503512, 503511, 503526, 13975, 13344]",US,Los Angeles,0,172,0,0,2966,1,172,9296,9296,1,9296,1,9372,"[{""1"": 501120}, {""2"": 501124}, {""3"": 501146}, {""4"": 507546}, {""5"": 507733}, {""6"": 503525}, {""7"": 503537}, {""8"": 503533}, {""9"": 503515}, {""10"": 503512}, {""11"": 503511}, {""12"": 503526}, {""13"": 13975}, {""14"": 13344}]","pop, electronic, dance, acid house, minimal techno, us ambient, us dance, us easy listening, us electronic, us hip-hop/rap, us pop, us psychedelic",Los Angeles,https://i.scdn.co/image/3fb82c4fd0d7772607cda513ab6936341c84bf77,10.1935,2330,1,1,,,,,,,,,Jutty Ranx,1,1,,,0,1,22,8696,0,1,899,380687,16,they/them,47401,90976,3086109,,9634,383,,240743,10248,0.041209,24.266784,248686,1118918,38,22,240743,8696,1118918,,,13435079,3083,,,,,,,,10,1090,2215006,,0,0,,1,42731,0,42731
,,69,5010,False,0,1,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 48, ""trend"": ""steady"", ""trend_score"": 38}",310784,174574,"[501728, 501172, 507842, 501512, 503315, 501236, 503309, 503319, 501235, 422919]",NL,Amersfoort,,,,,728,,,15789,15789,5,15789,5,,"[{""1"": 501728}, {""2"": 501172}, {""3"": 507842}, {""4"": 501512}, {""5"": 503315}, {""6"": 501236}, {""7"": 503309}, {""8"": 503319}, {""9"": 501235}, {""10"": 422919}]","rawstyle, classic rock, texas country, hardstyle, european country, european dance, european electronic, european psychedelic, european rock",,https://i.scdn.co/image/ab6761610000e5eb6aaaa4419e8a0ab9274d9fbf,,9269,0,1,,,,,,,,,Envine,0,1,,,,,0,21050,,,71,16359,3,he/him,161556,188192,25789,,2991,1652,,0,10245,0.139818,7.152172,73274,2606599,32,0,0,21050,2606599,,,691291,1041,,,,,,,,,,,,,,,,,,
,,19,338,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 26, ""trend"": ""steady"", ""trend_score"": 17}",6435,179293,"[501197, 501131, 501175, 503512, 501130, 503485, 503522, 503537, 503515, 503521, 455668, 506852, 505896]",US,Nashville,0,272,0,0,190,1,272,,,,,,,"[{""1"": 501197}, {""2"": 501131}, {""3"": 501175}, {""4"": 503512}, {""5"": 501130}, {""6"": 503485}, {""7"": 503522}, {""8"": 503537}, {""9"": 503515}, {""10"": 503521}, {""11"": 455668}, {""12"": 506852}, {""13"": 505896}]","bluegrass, country, house, us hip-hop/rap, folk, north american hip-hop/rap, us country, us dance, us electronic, us folk",,https://i.scdn.co/image/9e1ff632a8eb375d1223bbc7142f0b474fa6eb21,,,5,15,,,,,,,,,Claire Lynch,5,15,,,0,1,7,2406,1,2,19536,7400062,3054,she/her,347317,81812,20832,,4014,,,74214,10244,0.771792,1.295685,13273,432589,22,7,74214,2406,432589,,,100427,21,,,,,,,,26,,,,1,0,,2,44751,0,44751
,,19,397,False,0,0,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 12, ""trend"": ""steady"", ""trend_score"": 6}",306996,281757,"[501140, 501175, 501146, 501124, 501125, 501134, 509418, 509429, 509409, 509424, 509410, 419405]",DK,,0,343,0,0,727,3,343,0,0,0,0,0,,"[{""1"": 501140}, {""2"": 501175}, {""3"": 501146}, {""4"": 501124}, {""5"": 501125}, {""6"": 501134}, {""7"": 509418}, {""8"": 509429}, {""9"": 509409}, {""10"": 509424}, {""11"": 509410}, {""12"": 419405}]","instrumental, house, dance, electronic, r&b/soul, ambient, danish ambient, danish dance, danish electronic, danish instrumental, danish r&b/soul",,https://i.scdn.co/image/ab6761610000e5ebd15e63ed745c2284abc3927c,,16161,2,10,,,,,,,,,Uffe,2,10,,,0,3,1,7585,,,877,11600,1,he/him,337294,189718,30313,,4740,7505,1743,0,10242,0.624132,1.602226,16410,769412,20,1,0,7585,769412,,,92529,17,,,,,,,,28,291,214219,,,,,,,,
15,16,70,2649,False,,,,,,,"{""stage"": ""mainstream"", ""stage_score"": 31, ""trend"": ""growth"", ""trend_score"": 36}",214646,134845,"[501175, 501124, 501146, 501675, 503309, 501236, 464025]",IE,Belfast,0,9742,0,0,3156,6,9742,,,,,,,"[{""1"": 501175}, {""2"": 501124}, {""3"": 501146}, {""4"": 501675}, {""5"": 503309}, {""6"": 501236}, {""7"": 464025}]","house, electronic, dance, organic house, european electronic, european dance",Belfast,https://i.scdn.co/image/ab6761610000e5eba8c8643d4d29d872aa49804b,,,2,11,,,,,,,,,Phil Kieran,2,11,15,16,0,6,4,10580,,,349,63663,11,he/him,230928,60144,197122,,7894,13590,129372,755763,10239,0.262008,3.816681,39079,1998286,25,4,755763,10580,1998286,,,15268,57,,,,,,,,6,1990,643732,,,,,,,,
3,3,82,4500,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 57, ""trend"": ""steady"", ""trend_score"": 0}",469945,118038,"[501175, 501261, 501815, 507733, 503655, 503667, 503663, 503645, 503642, 39169, 82948, 421348]",FR,,0,15431,0,0,480,6,15431,39804,39804,2,39804,2,,"[{""1"": 501175}, {""2"": 501261}, {""3"": 501815}, {""4"": 507733}, {""5"": 503655}, {""6"": 503667}, {""7"": 503663}, {""8"": 503645}, {""9"": 503642}, {""10"": 39169}, {""11"": 82948}, {""12"": 421348}]","house, acidcore, tech house, minimal techno, french ambient, french dance, french easy listening, french electronic, french hip-hop/rap",Paris,https://i.scdn.co/image/ab6761610000e5ebcf9c98d2cd0a1f4678d838d5,,23536,15,27,,,,,,,,,Ron Costa,15,27,3,3,0,6,9,24439,,,190,465117,5547,he/him,183489,54229,632565,,6120,29239,1417498,18769,10237,0.205599,4.863827,49791,2582198,30,9,18769,24439,2582198,,,440520,230,,,,,,,,,8020,2117819,,,,,,,,
,,,,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 45, ""trend"": ""gradual decline"", ""trend_score"": 73}",1075670,107779,"[501175, 507706, 501438, 507655, 404939]",,,0,233,0,0,415,1,233,8626,8626,255,8626,255,,"[{""1"": 501175}, {""2"": 507706}, {""3"": 501438}, {""4"": 507655}, {""5"": 404939}]","house, jazzy house, disco house, funky house",,https://i.scdn.co/image/ab6761610000e5ebb611d92c8210db00faa567ed,,,,,,,,,,,,,Madcat,,,,,0,1,0,23777,,,,1,,he/him,96953,136369,69282,,,3513,19768,0,10237,0.079907,12.514506,128111,2259428,36,0,0,23777,2259428,,,171521,53,,,,,,,,8,,,,,,,,,,
,,87,3974,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 36, ""trend"": ""steady"", ""trend_score"": 47}",49987,148220,"[501175, 501146, 501124, 501122, 503751, 507592, 503407, 503760, 503772, 503768, 503748, 503749, 10620]",AU,,0,27,0,0,429,1,27,11262,11262,0,11262,0,,"[{""1"": 501175}, {""2"": 501146}, {""3"": 501124}, {""4"": 501122}, {""5"": 503751}, {""6"": 507592}, {""7"": 503407}, {""8"": 503760}, {""9"": 503772}, {""10"": 503768}, {""11"": 503748}, {""12"": 503749}, {""13"": 10620}]","house, dance, electronic, rock, australian electronic, chillout, oceania electronic, australian ambient, australian dance, australian easy listening, australian hip-hop/rap, australian rock",,https://i.scdn.co/image/ab6761610000e5eb9954f51a497c70b01993b332,,4085,9,24,,,,,,,,,Roland Tings,9,24,,,0,1,19,5923,2,2,1022,357967,1013,he/him,580310,54463,158838,,7401,13249,742008,715,10236,1.451503,0.688941,7052,545978,13,19,715,5923,545978,,,9674,14,,,,,,,,,32,245328,,2,,,2,,,
42,42,58,8163,False,,,,,,,"{""stage"": ""mainstream"", ""stage_score"": 89, ""trend"": ""growth"", ""trend_score"": 60}",1013848,26159,"[501175, 501815, 503568, 503309, 503590, 419586]",GB,London,22302,35479,1,22302,378,4,35479,59634,59634,31,59634,31,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 503568}, {""4"": 503309}, {""5"": 503590}, {""6"": 419586}]","house, tech house, uk electronic, european electronic, uk dance",London,https://i.scdn.co/image/ab6761610000e5ebe89bf7bbf01bfe3d7a08821d,,733297,2,24,,,,,,,,,Monki,2,24,42,42,1,4,1,9650,0,1,587,446582,18,she/her,25243,30254,116613,,3686,33093,2562348,746479,10234,0.238544,4.192105,42902,2497746,24,1,746479,9650,2497746,,,3486914,372,,,,,,,,,,,,0,0,,1,12807,0,12807
,,78,10685,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 20, ""trend"": ""steady"", ""trend_score"": 32}",1596805,230216,"[501815, 501175, 501146, 501124, 501633, 503667, 503645]",FR,Frankfurt,,,,,79,,,1529,1529,8,1529,8,,"[{""1"": 501815}, {""2"": 501175}, {""3"": 501146}, {""4"": 501124}, {""5"": 501633}, {""6"": 503667}, {""7"": 503645}]","tech house, house, dance, electronic, melodic techno, french dance, french electronic",,https://i.scdn.co/image/ab6761610000e5eb3e133420c686c7b770fca9e0,,15544,,,,,,,,,,,Cary Crank,,,,,,,0,6147,,,,113,1,he/him,195522,313344,61104,,,3501,6841,0,10233,0.245037,4.081012,41761,2640627,28,0,0,6147,2640627,,,147,1,,,,,,,,,23,1911,,,,,,,,
,,6,1349,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 30, ""trend"": ""gradual decline"", ""trend_score"": 36}",1580680,164299,"[501728, 501510, 501512, 464043]",,,,,,,731,,,,,,,,,"[{""1"": 501728}, {""2"": 501510}, {""3"": 501512}, {""4"": 464043}]","rawstyle, hardcore uptempo, hardstyle",,https://i.scdn.co/image/ab6761610000e5eb3906470df24da70caffd9d10,,,0,3,,,,,,,,,Scarra,0,3,,,,,0,21997,,,7,240,3,he/him,165444,142087,35794,,2086,,,0,10233,0.240907,4.150982,42477,1383656,28,0,0,21997,1383656,,,502222,126,,,,,,,,,,,,,,,,,,
,,0,46,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 5, ""trend"": ""decline"", ""trend_score"": 100}",331970,412093,"[501132, 501759, 505378, 501122, 501197, 501676, 501138, 501274, 501139, 504390, 503523, 503522, 503537, 503515, 503521, 503513, 503529, 503530, 503528, 22612]",US,London,,,,,347,,,935,935,0,935,0,,"[{""1"": 501132}, {""2"": 501759}, {""3"": 505378}, {""4"": 501122}, {""5"": 501197}, {""6"": 501676}, {""7"": 501138}, {""8"": 501274}, {""9"": 501139}, {""10"": 504390}, {""11"": 503523}, {""12"": 503522}, {""13"": 503537}, {""14"": 503515}, {""15"": 503521}, {""16"": 503513}, {""17"": 503529}, {""18"": 503530}, {""19"": 503528}, {""20"": 22612}]","alternative, sea shanties, electroswing, rock, bluegrass, outlaw country, singer/songwriter, anime, soundtrack, hardcore, us alternative, us country, us dance, us electronic, us folk, us rock, us singer/songwriter, us soundtrack, us vocal",,https://i.scdn.co/image/ab6761610000e5ebaec20406208c444ce24c855b,,123,,,,,,,,,,,Ghostfire,,,,,,,1,2697,,,,,,they/them,367962,410493,3230,,1485,2,,0,10232,0.594987,1.680708,17197,156508,22,1,0,2697,156508,,,,0,,,,,,,,10,4110,5197848,,,,,,,,
2,2,4,100,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 16, ""trend"": ""steady"", ""trend_score"": 65}",264994,242585,"[501146, 501124, 501175, 501446, 503590, 503568, 12008]",GB,Bristol,0,3973,0,0,135,3,3973,3620,3620,0,3620,0,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 501446}, {""5"": 503590}, {""6"": 503568}, {""7"": 12008}]","dance, electronic, house, dub techno, uk dance, uk electronic",Hyattsville,https://i.scdn.co/image/ab6761610000e5eb12ad4fd278a14ad4e781c7a1,,63533,3,19,,,,,,,,,Ploy,3,19,2,2,0,3,2,4584,,,,7514,2,he/him,364289,134443,39565,,3321,8299,22595,7076,10231,1.42493,0.701789,7180,899335,14,2,7076,4584,899335,,,547,1,,,,,,,,,,,,,,,,,,
,,238,4610,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 60, ""trend"": ""growth"", ""trend_score"": 93}",236317,121884,"[501716, 503375, 503353, 503350, 503364, 9903]",IL,Israel,,,,,,,,,,,,,,"[{""1"": 501716}, {""2"": 503375}, {""3"": 503353}, {""4"": 503350}, {""5"": 503364}, {""6"": 9903}]","psytrance, mena dance, mena electronic, mena hip-hop/rap, mena psychedelic",,https://i.scdn.co/image/ab6761610000e5ebafbe115c4f2d1df5f3c2fe90,,,,,,,,,,,,,Lifeforms,,,,,,,0,7112,,,,19035,25,he/him,222054,51097,79535,,2483,56026,2235660,0,10229,0.369131,2.709062,27711,959703,23,0,0,7112,959703,,,4363,12,,,,,,,,78,,,,,,,,,,
,,20,3123,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 35, ""trend"": ""growth"", ""trend_score"": 5}",1333068,159043,"[501125, 501721, 507555, 501367, 505564, 501438, 503523, 503537, 503533, 503515, 503516, 419551, 419186]",US,Arizona,,,,,123,,,,,,,,,"[{""1"": 501125}, {""2"": 501721}, {""3"": 507555}, {""4"": 501367}, {""5"": 505564}, {""6"": 501438}, {""7"": 503523}, {""8"": 503537}, {""9"": 503533}, {""10"": 503515}, {""11"": 503516}, {""12"": 419551}, {""13"": 419186}]","r&b/soul, r&b, alternative r&b, chill, contemporary r&b/soul, disco house, us alternative, us dance, us easy listening, us electronic, us r&b/soul",,https://i.scdn.co/image/ab6761610000e5ebbdb830ecaca6d153d8cc4c75,0,74541,0,1,,,,,,,,,ArjaySoul,0,1,,,,,0,1195,,,340,57878,37,he/him,129651,332705,18628,,,2069,974879,0,10229,1.867287,0.535536,5478,147072,14,0,0,1195,147072,33300,612600,117665,164,1706,28354,15132,44,,,,,,,,,,,,,,
,,591,4302,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 44, ""trend"": ""steady"", ""trend_score"": 32}",496493,131636,"[501146, 501124, 501175, 501177, 503537, 503515, 503526]",US,Belfast,,,,,272,,,,,,,,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 501177}, {""5"": 503537}, {""6"": 503515}, {""7"": 503526}]","dance, electronic, house, trance, us dance, us electronic, us psychedelic",,https://i.scdn.co/image/ab6761610000e5ebf446bd2a0793bb745987b98e,,422289,0,2,,,,,,,,,Kristian Nairn,0,2,,,,,17,2729,,,65,9186,1,he/him,200273,63109,42589,,1250,29835,847292,0,10227,1.401151,0.713699,7299,254485,15,17,0,2729,254485,,,17833,59,,,,,,,,335,739,42661,,,,,,,,
,,5,274,False,0,0,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 3, ""trend"": ""gradual decline"", ""trend_score"": 10}",85875,454977,"[501120, 501146, 501124, 501121, 501175, 501434, 503667, 503645, 503642, 503641]",FR,Berlin,,,,,110,,,964,964,0,964,0,,"[{""1"": 501120}, {""2"": 501146}, {""3"": 501124}, {""4"": 501121}, {""5"": 501175}, {""6"": 501434}, {""7"": 503667}, {""8"": 503645}, {""9"": 503642}, {""10"": 503641}]","pop, dance, electronic, hip-hop/rap, house, perreo, french dance, french electronic, french hip-hop/rap, french pop",Berlin,https://i.scdn.co/image/ab6761610000e5eb6775850121ef2f7d668beb78,,7423,0,1,,,,,,,,,Solarrio,0,1,,,,,0,1086,,,,921,3,he/him,622728,294963,18648,,,190,,0,10226,1.337606,0.747604,7645,1914788,15,0,0,1086,1914788,3607,15600,2051071,225,,,,,,,,,114000,4257255,,,,,,,,
,,4,59,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 5, ""trend"": ""steady"", ""trend_score"": 20}",863774,384573,"[501196, 501175, 503537, 503520, 503515, 10592]",US,,,,,,170,,,0,0,1,0,1,5241,"[{""1"": 501196}, {""2"": 501175}, {""3"": 503537}, {""4"": 503520}, {""5"": 503515}, {""6"": 10592}]","gospel, house, us dance, us devotional & spiritual, us electronic",Bentonville,https://i.scdn.co/image/2ae62046c6ff5afc746cb0c40f8e03b9db7ed309,,,1,1,,,,,,,,,Arkansas Gospel Mass Choir,1,1,,,,,0,728,,,30963,14650681,9639,he/him,329946,434767,134504,,,59,,0,10221,2.358874,0.423931,4333,190809,11,0,0,728,190809,,,17363686,3401,,,,,,,,,121,18109,,,,,,,,
,,175,2955,False,0,0,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 16, ""trend"": ""growth"", ""trend_score"": 79}",168430,230757,"[501175, 501815, 501261, 507733, 501147, 503318, 501236, 503326, 503309, 501234, 39169, 76737]",IT,Moscow,,,,,9851,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 501261}, {""4"": 507733}, {""5"": 501147}, {""6"": 503318}, {""7"": 501236}, {""8"": 503326}, {""9"": 503309}, {""10"": 501234}, {""11"": 39169}, {""12"": 76737}]","house, tech house, acidcore, minimal techno, latin, european ambient, european dance, european easy listening, european electronic, european hip-hop/rap",Moscow,https://i.scdn.co/image/ab6761610000e5ebed014f7194e4fac712e1500b,,,,,,,,,,,,,Elay Lazutkin,,,,,,,1,2165,,,556,26257,12,he/him,432123,114125,38011,,1021,24690,265402,0,10219,1.263477,0.791467,8088,225704,16,1,0,2165,225704,,,730424,101,,,,,,,,,,,,,,,,,,
