Kind,Event Type,Event status,Event Date,Weekday,Year Doors Open,Month (friendly),Quarter (friendly),Days on sale,Genre,Visitor capacity,Sellable quantity,Total area capacity,Area count,Visitor forecast,Ticket forecast,EST launch - tickets,Event Cost FORECAST,Total Margin FORECAST,Result FORECAST,Total Visitors,ACT - total tickets (incl. door),Predicted Sales,Ticket occupancy_clean,Ticket Sales progression_clean,Time duration_clean,EST launch - ticketing revenue_clean,EST launch - average ticket pricing_clean,EST launch - bar revenue_clean,EST launch - total sales_clean,Event Result FORECAST_clean,ACT - total ticketing revenue_clean,Event Result ACTUALS_clean,Artist Costs_clean,Artist Cost FORECAST_clean,Artist budget_clean,genre_clean,cost_per_capacity,is_weekend,is_saturday,quarter,is_summer,profit,revenue,visitors
intern,Regulier,Confirmed,2/7/2026 12:00am,Saturday,2026,February,Q1,206,"""commerciele new school techno, techno""",1450.0,1500.0,0,2,1305,1350,1200,18700,€7.500,-4,1527,1585,943.0,0.9,1.03,490903.0,30000.0,25.0,21600.0,54096.0,14396.0,33562.0,22396.0,18720.0,18000.0,,techno,12.48,1,1,1,0,22396.0,33562.0,1527
intern,Regulier,Confirmed,2/8/2026 12:00am,Sunday,2026,February,Q1,205,Melodic,1600.0,1500.0,0,2,1440,1350,1240,18916,€4.400,-2517,1061,1168,791.0,0.9,0.75,8.0,31000.0,25.0,22320.0,55899.0,11883.0,26891.0,12051.0,22000.0,22000.0,,melodic,14.666666666666666,1,0,1,0,12051.0,26891.0,1061
intern,Regulier,Confirmed,2/14/2026 12:00am,Saturday,2026,February,Q1,199,commerciele old school techno,1700.0,1500.0,0,2,1530,1350,1200,18700,€7.500,-4,1542,1604,800.0,0.9,1.02,7.0,30000.0,25.0,21600.0,54096.0,14396.0,33750.0,26827.0,17500.0,18000.0,,techno,11.666666666666666,1,1,1,0,26827.0,33750.0,1542
intern,Regulier,Confirmed,2/21/2026 12:00am,Saturday,2026,February,Q1,192,left field house & techno,600.0,600.0,0,2,540,540,0,12220,€0,-12220,712,722,753.0,0.9,,7.0,0.0,,0.0,0.0,-12220.0,10256.0,4308.0,8360.0,,,techno,13.933333333333334,1,1,1,0,4308.0,10256.0,712
intern,Regulier,Confirmed,3/1/2026 12:00am,Sunday,2026,March,Q1,184,house,1650.0,1500.0,0,2,1650,1500,1200,18700,€7.500,-4,1474,1550,1102.0,1.0,1.03,8.0,30000.0,25.0,21600.0,54096.0,14396.0,37214.0,34626.0,13500.0,18000.0,,house,9.0,1,0,1,0,34626.0,37214.0,1474
intern,Regulier,Confirmed,3/6/2026 12:00am,Friday,2026,March,Q1,179,progressieve techno,1650.0,1500.0,0,2,1650,1500,1350,18700,€13.875,6683,1223,1296,,1.0,0.86,8.0,33750.0,25.0,21600.0,58158.0,21083.0,33385.0,7403.0,9695.0,15000.0,,techno,6.463333333333333,1,0,1,0,7403.0,33385.0,1223
intern,Regulier,Confirmed,3/7/2026 12:00am,Saturday,2026,March,Q1,178,progressieve techno,1650.0,1500.0,0,2,1650,1500,1500,20320,€17.250,14150,1575,1500,,1.0,1.0,10.0,37500.0,25.0,27000.0,67620.0,28550.0,44589.0,17719.0,14450.0,15000.0,,techno,9.633333333333333,1,1,1,0,17719.0,44589.0,1575
intern,Regulier,Confirmed,3/13/2026 12:00am,Friday,2026,March,Q1,172,Melodic commercieel,1650.0,1500.0,0,1,1650,1500,1200,18700,€10.500,2996,1472,1554,839.0,1.0,1.03,7.0,30000.0,25.0,21600.0,54096.0,17396.0,38514.0,27349.0,20290.0,15000.0,,melodic,13.526666666666667,1,0,1,0,27349.0,38514.0,1472
intern,Regulier,Confirmed,3/14/2026 12:00am,Saturday,2026,March,Q1,171,Bounce / trance,1650.0,1500.0,0,2,1650,1500,1200,18700,€5.500,-2004,1320,1332,,1.0,0.88,9.0,30000.0,25.0,21600.0,54096.0,12396.0,29542.0,38086.0,20250.0,20000.0,,commercial,13.5,1,1,1,0,38086.0,29542.0,1320
intern,Regulier,Confirmed,3/21/2026 12:00am,Saturday,2026,March,Q1,164,tech house,600.0,500.0,0,3,360,300,750,16270,-€4.845,-18955,709,728,652.0,0.6,0.46,7.0,13530.0,18.04,13500.0,28590.0,-4555.0,12618.0,1289.0,9940.0,15000.0,,house,19.88,1,1,1,0,1289.0,12618.0,709
intern,Regulier,Confirmed,3/28/2026 12:00am,Saturday,2026,March,Q1,157,Bounce / trance,600.0,500.0,0,3,360,300,750,15820,€13.125,10865,747,751,529.0,0.6,0.48,6.0,15000.0,20.0,12000.0,28560.0,10865.0,13113.0,4799.0,14044.0,,,commercial,28.088,1,1,1,0,4799.0,13113.0,747
intern,Regulier,Confirmed,3/29/2026 12:00am,Sunday,2026,March,Q1,156,house,1650.0,1500.0,0,2,1650,1500,1240,19660,€4.400,-781,908,1109,917.0,1.0,0.71,8.0,31000.0,25.0,24800.0,58379.0,13619.0,27063.0,16401.0,18937.5,22000.0,,house,12.625,1,0,1,0,16401.0,27063.0,908
intern,Regulier,Confirmed,4/5/2026 12:00am,Sunday,2026,April,Q2,149,progressieve techno,,,0,5,0,0,1600,20860,-€4.000,-2132,1866,1879,,,0.92,18.0,0.0,0.0,28800.0,37128.0,12268.0,66250.0,110657.0,21945.0,0.0,,techno,14.63,1,0,2,1,110657.0,66250.0,1866
intern,Regulier,Confirmed,4/10/2026 12:00am,Friday,2026,April,Q2,144,house,1450.0,1500.0,0,2,1450,1500,750,16270,€375,-13735,864,922,723.0,1.0,0.58,7.0,18750.0,25.0,13500.0,33810.0,665.0,17681.0,38233.0,17040.0,15000.0,,house,11.36,1,0,2,1,38233.0,17681.0,864
intern,Regulier,Confirmed,4/17/2026 12:00am,Friday,2026,April,Q2,137,progressieve techno,500.0,500.0,0,2,500,500,600,15460,€2.000,-14312,505,504,,1.0,0.67,7.0,15000.0,25.0,10800.0,27048.0,88.0,8501.0,17365.0,7360.0,10000.0,,techno,14.72,1,0,2,1,17365.0,8501.0,505
intern,Regulier,Confirmed,4/18/2026 12:00am,Saturday,2026,April,Q2,136,afro house,1650.0,1500.0,0,3,1155,1050,600,15460,-€3.000,-19312,928,933,749.0,0.7,1.1,7.0,15000.0,25.0,10800.0,27048.0,-4912.0,17667.0,40810.0,14480.0,15000.0,,house,9.653333333333334,1,1,2,1,40810.0,17667.0,928
intern,Regulier,Confirmed,4/25/2026 12:00am,Saturday,2026,April,Q2,129,techno,1500.0,1500.0,0,2,1050,1050,1550,20590,€30.334,26868,1224,1270,610.0,0.7,0.77,7.0,34209.0,22.07,27900.0,65333.0,40868.0,26555.0,50668.0,13220.0,,,techno,8.813333333333333,1,1,2,1,50668.0,26555.0,1224
intern,Regulier,Confirmed,4/26/2026 12:00am,Sunday,2026,April,Q2,128,tech house,,1500.0,0,4,0,1200,1360,19564,€25.401,20246,1830,1700,,0.8,1.0,7.0,30301.0,22.28,24480.0,57610.0,34646.0,38228.0,74949.0,11080.0,,,house,7.386666666666667,1,0,2,1,74949.0,38228.0,1830
intern,Regulier,Confirmed,4/27/2026 12:00am,Monday,2026,April,Q2,127,left field house & techno,1500.0,2000.0,0,4,1500,2000,1920,25756,€15.540,25998,2230,2412,,1.0,0.99,15.0,51840.0,27.0,45120.0,100954.0,40398.0,63333.0,122586.0,31960.0,30000.0,,techno,15.98,0,0,2,1,122586.0,63333.0,2230
intern,Regulier,Confirmed,5/1/2026 12:00am,Friday,2026,May,Q2,123,Melodic commercieel,1650.0,1500.0,0,2,1650,1500,1200,18700,€24.588,29984,1386,1462,1206.0,1.0,0.95,7.0,27588.0,22.99,21600.0,51684.0,29984.0,32794.0,61533.0,20000.0,,,melodic,13.333333333333334,1,0,2,1,61533.0,32794.0,1386
intern,Regulier,Confirmed,5/2/2026 12:00am,Saturday,2026,May,Q2,122,progressieve techno,1650.0,1500.0,0,4,1485,1350,1920,23164,€14.199,18609,1684,1619,1235.0,0.9,0.66,15.0,48499.0,25.26,36480.0,88973.0,33009.0,41183.0,85554.0,18890.0,28000.0,,techno,12.593333333333334,1,1,2,1,85554.0,41183.0,1684
intern,Regulier,Confirmed,5/8/2026 12:00am,Friday,2026,May,Q2,116,tech house,,1500.0,400,4,0,1050,1200,18700,€24.672,30068,1038,1147,951.0,0.7,0.72,-17.0,27672.0,23.06,21600.0,51768.0,30068.0,24631.0,48671.0,22400.0,,,house,14.933333333333334,1,0,2,1,48671.0,24631.0,1038
intern,Regulier,Confirmed,5/23/2026 12:00am,Saturday,2026,May,Q2,101,,2200.0,2000.0,0,3,2200,2000,1920,28348,€23.094,39599,1808,1863,866.0,1.0,0.75,15.0,54394.0,28.33,53760.0,112147.0,53999.0,49819.0,105895.0,25800.0,25000.0,,unknown,12.9,1,1,2,1,105895.0,49819.0,1808
